Anio,Mes,CodigoPais,PaisOrigen,LongitudPais,LatitudPais,CodigoDepto,DepartamentoDestino,LongitudDpto,LatitudDpto,Partida,Cadena,Producto,CodigoUnidad,CantidadUnidades,ValorMilesFOBDol,ValorMilesPesos,VolumenToneladas
2007,Septiembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,1600,3.13,8029.54,0.11
2007,Septiembre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,777600,138.31,403690.14,51.9
2007,Septiembre,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,100,0.48,1825.92,0.01
2007,Septiembre,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,12.35,29491.65,0.85
2007,Septiembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,69631.18,107.93,243704.59,69.63
2007,Septiembre,850,Venezuela,-66,8,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,7280,44.39,97221.45,0.26
2007,Septiembre,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,5000,21,45589.66,5
2007,Septiembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,24001.2,88.32,185190.43,24
2007,Octubre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,432000,83.46,238533.73,27
2007,Octubre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,11300,19.71,44433.85,0.7
2007,Octubre,105,Brasil,-55,-10,23,CÓRDOBA,-758732573059,875981523965,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14950,91.96,194867.07,0.65
2007,Octubre,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,9200,56.96,121010.32,0.4
2007,Octubre,249,Estados Unidos,-98.5,39.76,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,16800,43.94,103419.45,1
2007,Octubre,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,13212,264.4,549590.15,0.71
2007,Octubre,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,8925,15.65,45212.82,0.37
2007,Octubre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,777600,139.19,382226.38,51.9
2007,Octubre,63,Argentina,-64,-34,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,15000,74.11,153775.03,15
2007,Octubre,63,Argentina,-64,-34,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,5000,23.93,52297.7,5
2007,Octubre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,18144,92,189641.05,18.14
2007,Octubre,361,India,79,-22,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,10000,27.63,60566.52,10
2007,Octubre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,96057.06,12.98,28684.89,96.06
2007,Octubre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,15869.9,184.95,408696.1,15.87
2007,Octubre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0407009000 - Los demás huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.",Avícola,Huevos,U,219960,9.24,18902.73,14.45
2007,Noviembre,249,Estados Unidos,-98.5,39.76,8,ATLÁNTICO,-748132169683,109783195607,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,3000,8.91,19823.84,3
2007,Noviembre,63,Argentina,-64,-34,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,3000,13.5,35110.89,3
2007,Noviembre,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,20975,127.51,273141.42,0.91
2007,Noviembre,249,Estados Unidos,-98.5,39.76,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,16800,43.94,103419.45,1
2007,Noviembre,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,101605,602.34,1275093.01,5.41
2007,Noviembre,573,Países Bajos,5.75,52.25,25,CUNDINAMARCA,-746692192503,437531467846,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,42840,75.07,225976.99,1.76
2008,Noviembre,245,España,-4,40,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105940000 - Los demás gallos y gallinas, vivos.",Avícola,Gallos y gallinas,U,22,1.1,4390.09,0.04
2007,Noviembre,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,35700,62.6,184243.34,1.46
2007,Noviembre,105,Brasil,-55,-10,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,41120,213.48,450669.08,1.65
2007,Noviembre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,12132,151.15,319355.76,0.78
2007,Noviembre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,259200,47.5,132598.8,17.3
2007,Noviembre,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,12.35,29366.19,0.85
2007,Noviembre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,5545.69,17.64,40739.59,5.55
2007,Noviembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,79226.86,137.03,298745.59,79.23
2007,Noviembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,39704.86,125.25,273062.22,39.7
2007,Noviembre,850,Venezuela,-66,8,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,19040,116.11,240864.9,0.67
2007,Noviembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,100720.6,156.12,351958.67,100.72
2007,Noviembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,6650.2,19.95,43301.59,6.65
2007,Noviembre,589,Perú,-75.25,-10,5,ANTIOQUIA,-755760017134,624858636743,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,72698.58,112.68,246993.39,72.7
2007,Noviembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,27259.7,35.56,78075.27,27.26
2007,Noviembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,24447.5,39.12,81566.74,24.45
2007,Noviembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0407009000 - Los demás huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.",Avícola,Huevos,U,369960,20.56,42526.21,23.95
2007,Diciembre,249,Estados Unidos,-98.5,39.76,8,ATLÁNTICO,-748132169683,109783195607,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,88.9,0.31,694.76,0.09
2007,Diciembre,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,8800,14.03,36564.47,0.51
2007,Diciembre,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,1.27,3105.47,0.02
2007,Diciembre,149,Canadá,-113.643,601.087,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,11200,78.4,174518.19,0.44
2007,Diciembre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,11040,7.34,23585.48,0.65
2007,Diciembre,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,94300,230.71,533512.22,5.02
2007,Diciembre,573,Países Bajos,5.75,52.25,25,CUNDINAMARCA,-746692192503,437531467846,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,34510,59.07,176883.08,1.41
2007,Diciembre,249,Estados Unidos,-98.5,39.76,23,CÓRDOBA,-758732573059,875981523965,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,19800,14.09,31590.62,1.23
2007,Diciembre,914,ZFP Cucuta,0,0,54,NORTE DE SANTANDER,-725080651202,790558402069,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,25000,0,9374.91,25
2007,Diciembre,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,10000,50,108293.34,10
2007,Diciembre,589,Perú,-75.25,-10,5,ANTIOQUIA,-755760017134,624858636743,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,100069.2,155.11,345653.65,100.07
2007,Diciembre,589,Perú,-75.25,-10,5,ANTIOQUIA,-755760017134,624858636743,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,15240.5,45.72,98226.55,15.24
2007,Diciembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207149000 - Los demás trozos y despojos de gallo o gallina, congelados.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,15808,16.13,32838.97,15.81
2007,Diciembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,41991.9,67.19,138128.58,41.99
2007,Diciembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,2980.1,7.09,14375.06,2.98
2007,Diciembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0407009000 - Los demás huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.",Avícola,Huevos,U,1039920,61.55,125904.79,66.9
2008,Enero,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,3000,5.35,12165.39,0.17
2008,Enero,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,10925,67.46,140062.53,0.48
2008,Enero,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,10000,18.6,45494.28,0.6
2008,Enero,249,Estados Unidos,-98.5,39.76,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,50100,135.47,307860.87,2.98
2008,Enero,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,15781,31.56,73762.2,0.84
2008,Enero,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,24480,50.14,134465.34,1
2008,Enero,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,77612.1,97.84,207097.89,77.61
2008,Enero,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0407009000 - Los demás huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.",Avícola,Huevos,U,589920,28.98,58845.57,38.4
2008,Febrero,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,2300,6.75,14354.54,2.3
2008,Febrero,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,9000,15.8,36166.99,0.55
2008,Febrero,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,20990,131.86,266131.75,0.92
2008,Febrero,149,Canadá,-113.643,601.087,25,CUNDINAMARCA,-746692192503,437531467846,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,11200,66.28,154703.19,0.41
2008,Febrero,149,Canadá,-113.643,601.087,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,9000,62.7,139167.61,0.33
2008,Febrero,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,40096,341.4,687072.98,2.13
2008,Febrero,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,11220,23.36,66584.01,0.46
2008,Febrero,573,Países Bajos,5.75,52.25,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,34272,70.56,195836.19,1.41
2008,Febrero,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14154,211.67,433818.89,0.9
2008,Febrero,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,85680,57.09,122603.33,5.34
2008,Febrero,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,2000,3.85,8633.03,0.12
2008,Febrero,589,Perú,-75.25,-10,68,SANTANDER,-731325976221,711626842734,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,291600,40.82,117893.54,18.59
2008,Febrero,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,12.76,28385.88,0.85
2008,Febrero,63,Argentina,-64,-34,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,10000,56.12,113346.51,10
2008,Febrero,850,Venezuela,-66,8,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,9520,58.05,110892.61,0.34
2008,Febrero,63,Argentina,-64,-34,25,CUNDINAMARCA,-746692192503,437531467846,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,10000,55.44,110793.47,10
2008,Marzo,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,2221.86,7.25,18438.46,2.22
2008,Marzo,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,1.39,3024.34,0.02
2008,Marzo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,4500,7.9,17158.71,0.28
2008,Marzo,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,10065,64.4,127265.57,0.51
2008,Marzo,573,Países Bajos,5.75,52.25,25,CUNDINAMARCA,-746692192503,437531467846,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,19635,40.42,110246.88,0.81
2008,Marzo,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,41650,85.75,235917.6,1.71
2008,Marzo,573,Países Bajos,5.75,52.25,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14875,30.63,80965.51,0.61
2008,Marzo,850,Venezuela,-66,8,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,9520,55.22,110679.35,0.34
2008,Marzo,105,Brasil,-55,-10,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,41120,217.6,419585.92,1.65
2008,Marzo,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,27720,18.88,38456.09,1.73
2008,Marzo,63,Argentina,-64,-34,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,2000,11.2,22104.04,2
2008,Marzo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,4206.3,7.36,14287.64,4.21
2008,Marzo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,18069.1,56.51,109685.32,18.07
2008,Marzo,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,10000,50,95333.95,10
2008,Marzo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,20732.1,43.84,85880.51,20.73
2008,Abril,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,1748.01,5.7,14598.04,1.75
2008,Abril,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,4500,7.9,16862.43,0.28
2008,Abril,249,Estados Unidos,-98.5,39.76,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,10350,21.26,42316.51,0.55
2008,Abril,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,18717,374.25,680444.9,0.99
2008,Abril,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,35700,73.5,187133.98,1.61
2008,Abril,105,Brasil,-55,-10,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,10720,56.57,107274.13,0.43
2008,Abril,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,19816,296.06,538509.61,1.2
2008,Abril,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,21240,13.59,26526.46,1.32
2008,Abril,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,18371,142.16,264877.28,18.37
2008,Abril,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,24629.7,90.64,169614.67,24.63
2008,Abril,589,Perú,-75.25,-10,5,ANTIOQUIA,-755760017134,624858636743,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,48347.6,58.02,114342.78,48.35
2008,Abril,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,22360,47.26,90597.81,22.36
2008,Mayo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,10500,18.35,38897.64,0.67
2008,Mayo,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,4945,32.17,60335.21,0.25
2008,Mayo,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,48500,284.19,597595.21,1.99
2008,Mayo,573,Países Bajos,5.75,52.25,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,12614,25.97,73565.87,0.52
